,statement,target,image-path
1382,The NewProfilePic app is Russian spyware.,0,Pg 25__8_974a1b6d49b3f04e8ac9ee6e97295b0d.jpg
1383,Absentee voting is different from mail-in voting and has more protections against fraud.,0,Pg 81__3_7df7afbce6f4ae770b514ad1ac51ca40.jpg
1384,TV interviews with two different men who are each identified as Uvalde victim's father show the Robb Elementary School mass shooting was staged.,0,Pg 23__10_57b1fa07197b70ab374f4fd72b22761a.jpeg
1385,"""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",1,Pg 37__27_f8298b3469de4f4d5a721e7fad835e3f.JPG
1386,"Twenty-seven percent of Californians, almost 11 million, ""were born in a foreign land.""",1,Pg 18__13_70076bb15ceb63ea3c7a83026a447f0b.jpeg
1387,"Fluoride will eat a hole through concrete, so it¡¯s not safe for your teeth.",0,Pg 20__18_50ea8d5aa986b5b6b395d98275c2805e.jpg
1388,NFL will fly a ¡°¡®Black Lives Matter¡¯ flag under the American flag at games.¡±,0,Pg 85__17_0eeea8da659632bfc61a64f20032c02c.jpg
1389,Says of Gov. Tony Evers and 2020 violence in Kenosha after the police shooting of Jacob Blake: ¡°It took the loss of lives before help finally came.¡±,0,Pg 46__4_ba2c1e9c91ab821a6e218b419d3f1c4f.jpg
1390,Says Judge Amy Coney Barrett said that ¡°gays have a right to be discriminated against because they are against God¡¯s wishes¡± and that ¡°white people are God¡¯s chosen ones.¡±,0,Pg 75__8_e865cc153320df3d71fa165c5f60a765.jpg
1391,"""Governor Carcieri has not been campaigning with me.""",1,Pg 33__4_db655b830a063bd16fafd47f68052f9e.jpg
1392,"¡°Joe Biden¡¯s margin of the less than 21,000 votes in Wisconsin was the tightest of any state in 2020.¡±",0,Pg 21__24_8b5910c23f09868e22122982e4060241.jpeg
1393,"""We're within 600 miles of 60 percent of America. We're in a perfect location.""",1,Pg 63__26_3546f06881d1053581b9b06bf9a7a0cd.jpg
1394,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",0,Pg 87__27_ab9269fdb699f597f691aba44f646f57.jpg
1395,"¡°A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.¡±",0,Pg 26__5_495cc8e2d35692a1048e23eba7445d3b.jpeg
1396,NASCAR eliminated the national anthem at races.,0,Pg 84__14_6b12dfc7b8e80d26c271ea21d808fd75.jpg
1397,The Senate Democrats¡¯ reconciliation bill ¡°will strip $300 billion from Medicare.¡±,0,Pg 18__9_df44cedc928a3da4b4b81185f00c9f6e.jpg
1398,"Because the Federal Reserve recently cut interest rates to near 0%, ¡°the Fed will be of little consequence now. They¡¯ve already used what leverage they have.¡±",0,Pg 92__26_42f14a2576d923c745ee132307c1ebf4.jpg
1399,¡°It wasn't a big deal when Bill Clinton held up the Bible in front of the same exact church (as Donald Trump).¡±,0,Pg 85__22_d7316975e70f4c0821c90edf3130c49f.jpg
1400,"""Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.""",1,Pg 21__26_1388c65755d83361b4e555fe913d7d71.jpeg
1401,"¡°America has 133 million registered voters,¡± but ¡°159 million votes¡± were cast in the 2020 presidential election.",0,Pg 61__15_6b89d859cdbcdef68b5e362f21c35ae1.jpg
1402,¡°There are 63 million abortions a year in this country.¡±,0,Pg 26__4_0c56c9a33628175814ce2b7a5e1420e5.jpg
1403,Aaron Salter Jr. was killed by a mass shooter because he was working on creating a water-powered car engine.,0,Pg 23__7_a8348c49c0016a74a96839e52b36dcce.jpg
1404,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",0,Pg 66__21_de7bdbfecd5e9f524297b991dc4e3d63.jpg
1405,Sen. Raphael Warnock ¡°voted for welfare for politicians plan. Up to $25 million of government money for Warnock¡¯s own political campaign.¡±,0,Pg 52__14_0b3fd4fbf4358a906439657de68eb32b.jpg
1406,U.S. Rep. Mayra Flores is ¡°the first Mexican-born member of Congress.¡±,0,Pg 20__12_68f2d28ec90384416330884af753fd83.jpg
1407,Says the USMCA is the ¡°biggest trade deal ever made.¡±,0,Pg 96__20_d5e092098ffb40df5cd07a1378434755.jpg
1408,"¡°If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.¡±",0,Pg 61__21_d54ad1c685114e67ab751fce75399428.jpg
1409,"""We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.""",1,Pg 39__13_a1778ee6fcf530139fbc129c7d12c26a.jpg
1410,"¡°A farm with 2,500 dairy cattle is similar in waste load to a city of 411,000 people.¡±",0,Pg 50__8_ff35977bd36860103124fec741f7ac5b.JPG
1411,"¡°Supreme Court Justice Sonia Sotomayor tests positive for COVID-19 despite triple vaccination, diligent masking and working from home.¡±",0,Pg 36__24_039294fe445f7c5857599fcee3f615e7.jpeg
1412,"""The number of small businesses is up 30% compared to before the pandemic.""",0,Pg 40__8_a62528f25384f5bc11aeb421c50a9d21.jpg
1413,"""I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.""",1,Pg 8__16_af93fd1778c5694893bb5fecd330a680.JPG
1414,"""There is nothing that we have done on Amazon that we have not done with hundreds of other projects.""",1,Pg 11__23_6d3a108cbdde60f888e5d5d2187000e6.jpg
1415,"Says that in 2015, ""illegal"" immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",1,Pg 21__7_5d9b88226f787fdfc06a112e990590ca.jpg
1416,Says Joe Biden said ¡°Why am I doing this? Why? What is my real aim?¡±,0,Pg 71__10_9918f6839429092fb81608726ad1a775.jpg
1417,New York state subsidizes private colleges "probably more than any other state except maybe one.",1,Pg 18__7_3cc08073bdd4c28a8f943b3982b6151a.jpg
1418,"""Biden's CDC Director ADMITS Her Own Employees Aren't Getting Vaccinated.""",0,Pg 37__17_9ced2b5a920163fca36c1f2749e770db.jpg
1419,¡°CNN says Dick Cheney will be advising Biden on foreign policy.¡±,0,Pg 68__19_8b70b4658e4b0351717d7a9a4018de7f.jpg
1420,¡°The CDC director just said that 75% of ¡®Covid deaths¡¯ occurred in people with at least four comorbidities.¡±,0,Pg 37__12_8c662e31c7e782ad938391905c3aad8d.jpg
1421,"In 2018, when he ran for senator, ""young voter turnout in early voting was up 500%. We won more votes than any Democrat has in the history of the state of Texas.""",1,Pg 9__21_84104ebd3b0b39ec4f87f94712b2263f.jpg
1422,Moderna¡¯s lawsuits against Pfizer-BioNTech shows COVID-19 vaccines were in the works before the pandemic started.,0,Pg 16__10_e29277748af92f002bebe026fecdfdde.jpg
1423,The new tax will make soda sold in Chicago among the most expensive in the country.,1,Pg 16__5_6b29e27c879b972deb4552230f67584d.jpg
1424,"""There is no law that deals specifically with the term ¡®partial-birth abortion.¡¯¡±",0,Pg 55__15_446092e7a3f74d5c251e6bd9e244b1c0.jpg
1425,"¡°More than one MILLION marchers for President @realDonaldTrump descend on¡± Washington, D.C., on Nov. 14.",0,Pg 67__30_0da47102ae3db12576d5e03858f60f55.jpg
1426,¡°Don't let this formula shortage scare you!!! Make your baby some hemp milk w/sea moss. It¡¯s easy I promise!¡±,0,Pg 24__19_3ffd1edf0a90708153b4ae3d7329a5cf.jpeg
1427,¡°The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.¡±,0,Pg 39__8_f68fd6d24ff0a2d8ceaf98cae38fc4dc.jpg
1428,Wisconsin was the "first state to ban public and private sector employment discrimination based on sexual orientation.",1,Pg 35__10_4be54e436ddfabb69864ef3c5e43ab1b.jpg
1429,¡°Florida hospital reports a coronavirus ¡®infestation¡¯ with multiple confirmed patients.¡±,0,Pg 94__20_d2dd7a3959c138f77d57c35989ef0a8d.jpg
1430,"""There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome.¡±",0,Pg 43__4_a8d4d08b08575c806db80f3015b422b5.jpg
1431,"Bruce Springsteen, Queen, Pearl Jam and Dave Grohl removed their music from Spotify.",0,Pg 35__18_c61fe36b5dc42db4c3bce12ec6347a4a.jpg
1432,"""Just last year, over 5,000 refugees came to New York state, and 94 percent settled outside of New York City.""",1,Pg 18__2_d636b0919af6d007c620841ab2696290.jpg
1433,Says Osama bin Laden endorsed Joe Biden,0,Pg 84__27_a7b19b72c76b8bfb28d9e71e286b9921.jpg
1434,"""A majority of Americans now live in states where they have decided to legalize cannabis,"" including recreational and medical?marijuana.",1,Pg 14__3_6218a71a16440bddf10b4f288f1f6069.jpg
1435,COVID-19 vaccines are creating the coronavirus variants.,0,Pg 54__16_ee58bb147dcb05f8d4ee3df6897d33af.jpeg
1436,Says ¡°showing up at the front doors of people¡¯s houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.¡±,0,Pg 50__24_bca3922b110524280a7fa32c8d9dfc4c.jpg
1437,"""I have never once raised the county tax levy -- not for seven straight years.""",1,Pg 18__21_2ef45d156abbc041feaabd766351cab0.jpg
1438,"""Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.""",1,Pg 62__11_f0d39f96c2b076114aeb10c30991a130.jpg
1439,Science is "very certain" that the measles vaccine doesn't cause autism.,1,Pg 31__7_4b7522f2e8a61bd3110c811a0b483540.jpg
1440,"¡°Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.¡±",1,Pg 6__16_cfb9d1b34799b451b8dffdc1c9b979ba.JPG
1441,¡°Very few ¡­ if any¡± states have a minimum wage of $7.25 an hour.,0,Pg 57__1_a2ff256108b86e549bb4dfb4c1846a2c.jpg
1442,"""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""",0,Pg 90__15_ec3f4b32a58dd38c46850a75d6a768e1.jpg
1443,"Says ATF chief nominee David Chipman was part of the 1993 assault on the Branch Davidian compound in Waco, Texas.",0,Pg 54__14_1c1e343f8267d95f330b9d01e04937dd.jpg
1444,"""About 80 percent of (the manufacturing and agriculture) tax credit goes to claimants who are making $1 million or more.""",1,Pg 10__29_335241c51304d142acbf13e0e4a05476.JPG
1445,Models projecting COVID-19 deaths ¡°are talking about without mitigation.¡±,0,Pg 88__30_ba27bc5735263223b4856fb2771062c7.jpg
1446,"""Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida's working families, retirees and veterans.""",0,Pg 31__25_10ae1a83a7cc0a2c38252a6e85c2201a.jpg
1447,"¡°We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.¡±",0,Pg 67__14_486ceda973ca5af62fd5ba9b09216961.jpg
1448,"""The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020.""",1,Pg 2__20_00370fd9918d695b9048f9f705f5265a.jpg
1449,Says that?Republican Darryl Glenn?has described Democrats as "evil" and has said he's "tired of hearing about Republicans reaching across the aisle.",1,Pg 20__23_6325b6ab367855639e8feba9586bef36.jpg
1450,Video shows missile attack in Beirut explosion.,0,Pg 80__14_699b8c48817051e9cd5c9ad9a47da7e4.jpg
1451,Says Dr. Anthony Fauci's name appears on "4 U.S. patents for a key glycoprotein¡± used to ¡°create the current COVID-19 epidemic.¡±,0,Pg 88__14_047aa45a1ee7095ba39541c46c6d2469.jpg
1452,"Blinken, Austin trip to Kyiv may have been staged",0,Pg 26__26_6c9598481a6d6127723d15f9a37f6e44.jpg
1453,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",1,Pg 24__17_aff4169ed43fa1ccd598c8e65770ff1e.jpg
1454,Polling shows that nearly 74 percent of National Rifle Association members "support requiring background checks for all gun sales.",1,Pg 30__16_41c74674af0e6417cea3a0bd3686ca3f.JPG
1455,"""Joe Biden and the New Left even promote surgery on teens and young adults, removing breasts and genitals.""",0,Pg 9__24_0d7a62516ad194d3845b1870ee75546e.jpg
1456,"Says Joe Biden ¡°has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.¡±",0,Pg 61__17_e9e48e685850af70674c8fb796ad4d50.jpg
1457,Queen Elizabeth died because of the COVID-19 vaccine.,0,Pg 15__23_7bba56df66fd6cd1f98a275c684459c8.jpeg
1458,Says that this year is the first time during his 27 years as senator ¡°that two African Americans have ever served on the same (Senate) committee.¡±,0,Pg 66__17_3a930b06a5b9ad8d6999e1f01d167ba9.jpg
1459,Nazi Germany¡¯s Hermann G?ring worked to "defund and eliminate the police departments so that they would not interfere with his Brown Shirts.",0,Pg 85__3_fc6915f03119d33c4cbf201f47979c51.jpg
1460,Speakers at the Democratic National Convention made "zero mentions of the global terrorist threat posed by ISIS.",1,Pg 22__2_dead3ef018e34b937820127a3950ae76.jpg
1461,¡°Leftist justice reform¡± is the reason that the NYC subway shooting suspect wasn¡¯t in jail at the time of the attack.,0,Pg 28__4_d362ab236bf67fd4b339398af5685568.jpeg
1462,Says his release of 33 years of tax returns is "more than any presidential candidate in history.",1,Pg 28__19_14f6eb0b9da789d26398b4862774f8e5.jpg
1463,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,1,Pg 27__7_1f686d6c39f9b783c2272d59fa98f8c9.jpg
1464,"Says he opposes statewide mask order because it would require him to ¡°wear a mask in my house, or walking my dog.¡±",0,Pg 81__10_05cf31033d55be2023dfbf566959e479.jpg
1465,Delayed election results are proof of fraud.,0,Pg 9__21_bfa1b5073055bfae2f440fc379041726.jpg
1466,"On spending growth under Gov. Andrew Cuomo: ""Despite the fact that you continue to suggest that you¡¯ve been able to hold the two percent, you haven¡¯t.""",1,Pg 12__9_dcbb3eef098d7fbaa5b67d7455a4be60.jpg
1467,¡°Agriculture is the No. 1 industry here in Pennsylvania.¡±,0,Pg 25__12_5100ede244d92f7cea28df09d47aa4b7.jpg
1468,Bill Gates planned a smallpox-type outbreak.,0,Pg 23__11_a1ecadd913598a2d6ee3f94c61790966.jpeg
1469,The Freedom to Vote Act is ¡°a sprawling takeover of our whole political system.¡±,0,Pg 36__18_d5f4da336d774ba54149d03960aa0c9e.jpg
1470,"If protesters blocking the road ¡°start banging on your windows, threatening you and trying to get in your vehicle,¡± it is legal to ¡°hit the gas and plow through them.¡±",0,Pg 86__14_6c4810c916341bedeca656e89a4f3fab.jpg
1471,¡°The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.¡±,0,Pg 72__8_2d103f5bdecb1afa6090cfa42206719a.jpg
1472,"The poverty rate in West Virginia ""was 19.1 percent, the fourth-highest in the country.""",1,Pg 11__22_aa132e5597e595f25b1b6d0e1d6f15de.jpg
1473,¡°China threatens to shoot Nancy Pelosi¡¯s plane down if she visits Taiwan.¡±,0,Pg 18__19_080ed073072800e45d7a79de2ab2f2bc.jpeg
1474,"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""",1,Pg 16__19_050159edf83620a05bccf28845b43f64.jpg
1475,"Says Joe Biden is ¡°now saying he inherited ¡®a mess¡¯ at the border. Fact: 9,000 illegals all of 2020. So far in 2021 108,000 entered U.S.¡±",0,Pg 60__10_d912a517bbd93eb4455dfb35bd040721.jpg
1476,Suggests Megan Thee Stallion was not shot in the foot.,0,Pg 25__7_f0555bfc1c73861c1b2fd3db3b1de9c4.jpeg
1477,Mosquitoes can transfer COVID-19 ¡°from person to person¡±,0,Pg 89__18_ed737cf3fbd37ee985b68edf452b8091.jpg
1478,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""",1,Pg 18__20_81cda34b9c847b3652ee5a7c9edd2b2a.jpg
1479,A majority of Americans have voted for a party that ¡­ wants a world in which you cannot call your parents mom and dad.",0,Pg 64__14_a316965f577d38cea2621e426c54e7c0.jpg
1480,Says U.S. Rep. Paul Ryan attacked the president for "the same amount of Medicare savings that (Ryan) had in his own budget.",1,Pg 49__14_c670fae2d22dbd78ee102f8c92b34e2e.jpg
1481,"""We're now the No. 1 producer of oil in the world. We've surpassed Saudi Arabia.""",1,Pg 32__1_d7f05f1859de3c513082997bf29a9470.jpg
1482,The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.,0,Pg 36__17_c1995f3b8cb19c608446ad9110dd8ea8.jpg
1483,COVID-19 vaccines are gene therapy and a recent Forbes article proves that.,0,Pg 40__4_3cc64b8ed0bbce24a3538d3a5ce270d0.jpg
1484,"For ""the average middle-class family, your taxes today are lower than when I took office.""",1,Pg 58__12_a1f5ec2a65e1a28671c584d8d4d4d648.jpg
1485,"Says ""in our gun laws we¡¯re allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.""",1,Pg 53__12_745228e9503b78cbe0b04ec2231691d3.jpg
1486,"""The 12 hottest years on record have come in the last 15 years.""",1,Pg 44__27_c2208940c22a0b5abe18116e2221be19.jpg
1487,The U.S. spends "57 cents on the dollar on defense.",0,Pg 99__19_2d2c8c9748efd9cdc109b18a5bd8be6a.jpg
1488,"""We have lost more lives in the last two years"" due to opioids ""than all of the lives lost during the Vietnam War.""",1,Pg 12__1_74fc11777f9da1249fe67f90630e7a83.jpg
1489,"¡°If I don¡¯t take the vaccine, I¡¯m at risk for covid. If I do take the vaccine, I¡¯m still at risk for covid PLUS I¡¯m at risk for permanent vaccine side effects. Therefore I¡¯m reducing my risk by not taking the vaccine. That¡¯s the real science.¡±",0,Pg 59__6_e467900741c6fa65970db90ef3d1609e.jpg
1490,West Virginia "has the highest overdose death rate in the nation.",1,Pg 14__6_94f2e92d5660c3303c5a7f1a5eb359dc.jpg
1491,¡°Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.¡±,1,Pg 6__19_25b47dab22e17ae99a4675319e03391a.jpg
1492,"""The impending work stoppage is unlawful.""",1,Pg 14__20_e3fdb1c58b328784ba19418daae6eb5c.jpg
1493,"The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA.""",1,Pg 2__2_dd23d82c6947c16bc5b1373d4f348060.jpg
1494,"""In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.""",1,Pg 20__20_23f7882d8aa969aefe1c8f87c6865bd0.jpg
1495,"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because ¡°only 1% of deaths are reported.¡±",0,Pg 39__13_c1e3b0b3e8881d139622ae1d6021e8c8.jpg
1496,¡°There will be several thousand dollars in payments going to families with six-figure incomes who¡¯ve had no income interruption whatsoever.¡±,1,Pg 4__18_174b1746d118253d9e24d26bbf13205f.jpg
1497,"¡°Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.¡±",0,Pg 84__18_24282ac252f17b7634ac6947d023f5f9.jpg
1498,¡°CDC officials admit more hospitalizations of young people from vaccine than from the actual COVID virus.¡±,0,Pg 52__2_037deab5c00b40aa4b804c20d2955ac9.jpg
1499,"""Polar bears have increased 400% in 45 years; whales are nearly fully recovered; extinctions are down 90% past century. Koalas are doing fine. If we could ban wind turbines we could save 85,000 birds of prey/yr in US alone.""",0,Pg 38__17_b320ded0fe969e1a1ec61b70735b3d9c.jpg
1500,Caution: Kissing and cuddling chickens can be hazardous to your health.,1,Pg 28__1_2195273c64ccc686eaa08502a87d8b15.JPG
1501,"""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""",0,Pg 89__2_b3f4d3d5cf90b68981b65fa20800cce3.jpg
1502,"""I¡¯ve released 22 years of my tax returns. You can go online and look. (Donald Trump) hasn¡¯t released one.¡±",1,Pg 5__7_5b4012ccbe89bd49e8ce2f793dfce282.jpg
1503,Grant Wahl died because of the COVID-19 vaccine.,0,Pg 7__1_9b54e5ab6d1159e1d89769fd4c5d3ca4.jpeg
1504,¡°Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA¡±,0,Pg 87__21_5ac6ad6d66802de1752283b57a1c82ae.jpg
1505,"""We're experiencing a net outflow of illegal, undocumented workers from America back to Mexico.""",1,Pg 17__5_c16178a77d206ffbca1652c2e0fdb392.JPG
1506,"""California sends 440,000 ballots to ineligible voters.""",0,Pg 72__4_bb1b1f60d0497c06b43f85e2c1d41096.jpg
1507,The United States' southern border is "basically open" and is "a super spreader event.¡±,0,Pg 47__28_9969beeca6ff0ef9a439246c21437b34.jpg
1508,"Says that Nikita Khrushchev said, ¡°Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.¡±",0,Pg 73__20_57ec3039cbee1e5888f3d77b5d6755b2.jpeg
1509,"""Biden changes his mind and now wants to resume building Trump¡¯s wall.""",0,Pg 29__3_a747c3eaca77dd547e5a7c2232bee5bc.jpeg
1510,"$100B contact tracing bill ¡°is about controlling/tracking population, not about coronavirus.¡±",0,Pg 88__4_fce7964ba7383ec2deebcd50313478c2.JPG
1511,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,0,Pg 90__17_3c6522cb548f73e66f4a3a60f10913ee.jpg
1512,"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",1,Pg 13__19_8185ff5b66958e659f4f1900f291fe08.jpg
1513,"""The Democrat controlled House never even asked John Bolton to testify.""",0,Pg 97__8_f6c36ee52846991da77e4007e40c0f5b.jpg
1514,"¡°You go to a store, they don¡¯t have bread.¡±",0,Pg 29__20_b465da80f3c1b2bccf6e224c7fce6097.jpg
1515,"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000.",0,Pg 60__5_acfb9101692a64cec9e0ff0ac30487bf.jpg
1516,"Since 2014, there has been a 25% reduction in crime in communities at the Texas-Mexico border.",1,Pg 9__13_53ffc67e2c4fb3fe187a99c7d579f84f.jpg
1517,"""You have to get a license to fish on our beaches.""",1,Pg 40__27_87898a263b8a52f509a3cd60da3a51bc.JPG
1518,Florida is "the 45th in state education funding.",1,Pg 8__2_52c10b64e9cc54e824e6afdee3e600a9.jpg
1519,"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",0,Pg 87__10_6ce290d9dd7a5a4a5aa9d71018c8460e.jpg
1520,¡°There's never been a president (before Joe Biden) that has made race and gender the defining factor¡± for a Supreme Court nomination.,0,Pg 35__29_b5242ac247593b9dec61b5cf8f59d4b3.jpg
1521,"""We reduced the government workforce by 13,000, 11 percent, during my eight years.""",1,Pg 29__1_fea2cdcc8caceae8242f72e378a7043c.jpg
1522,"At Lions Gate Hospital in Vancouver, ¡°13 babies were reportedly stillborn at the hospital in a period of 24 hours. All of their mothers had received a COVID-19 injection.¡±",0,Pg 39__11_26d90f29f4b14d2346f0ef87bfe8a044.jpeg
1523,¡°Republicans have no way to communicate¡± after tech companies cut off Parler.,0,Pg 65__1_88b90baf960e51a6ad88fc44cdeb2e1b.jpg
1524,"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",0,Pg 93__20_c4cf8a1d872a1bb0c3f72a254a7980f7.jpg
1525,"Detroit has ¡°2,503 dead people registered¡± including ¡°one voter born in 1823.¡±",0,Pg 69__12_ddcf65e076964f2c1433b51bf92ab080.jpg
1526,"""We're spending millions for each individual"" held at Guantanamo Bay, Cuba.",1,Pg 32__7_feb8c96ba5c2fcb0211607f8e80b1652.jpg
1527,"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""",1,Pg 11__8_351013326aef49513fd737ec22b24bb8.jpg
1528,Overdosing is now the number one accidental killer in our Commonwealth.,1,Pg 21__23_3f8dc86a42a732293f3031a9a295da63.jpg
1529,"For Cabinet posts, ""I have the best voting record against Trump nominees of anyone else running for president""",1,Pg 11__1_004ea449a88c8cbe4dca02a2b5c6bcd3.jpg
1530,Republican election challengers were unfairly barred from observing absentee ballot processing and counting in Detroit.,0,Pg 69__1_ddcf65e076964f2c1433b51bf92ab080.jpg
1531,Says people convicted of felonies or under restraining orders "can buy a firearm without going through a background check.",1,Pg 9__1_6ac650b38be1ea2a118334748dea0dd3.jpg
1532,"The ¡°average tax¡± for billionaires is ¡°about 3%,¡± which is ¡°a lower tax than a schoolteacher or a firefighter.""",0,Pg 2__21_36af0196480727e04a9f268e38dbcd5a.jpg
1533,"¡°For the first time, the Honor Guard soldiers that march at the Tomb of the Unknown Soldier in Arlington Cemetery have been issued live ammunition.¡±",0,Pg 83__8_c6d6ec313dbf61371cb6f14f9525eb95.jpg
1534,"""New data shows in-person learning isn't driving spikes in cases.""",1,Pg 4__30_6e2c9fe90484470cb15be37f0713e032.jpg
1535,"""He even supports putting a female inmate in shackles during childbirth.""",1,Pg 12__16_dcbb3eef098d7fbaa5b67d7455a4be60.jpg
1536,"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",0,Pg 72__30_60568a04ea75ada8ae866aa95537fa62.jpg
1537,"""While he was president, President Trump never encouraged Americans to get vaccinated.""",0,Pg 61__7_d504de752bf4c5703f91d929988cf9f8.jpg
1538,"¡°In Chicago, Covid-19 actually LOWERED the death rate.¡±",0,Pg 91__21_5ccb263a8916169a87e8769273bdc745.jpg
1539,"""We heard from the Department of Homeland Security ... that this was probably the most secure election that¡¯s ever been run in the United States.¡±",1,Pg 5__6_f869726f2f2cc614c86ef9796af50d0a.jpg
1540,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",1,Pg 24__16_53a9173305e8b111a2655953265a794c.jpg
1541,"Fleeing Syria, ""a million children are now refugees.""",1,Pg 41__7_5ef5738e66d391a2623f5cea28d90907.JPG
1542,"¡°In Texas, the power companies have automatically raised the temperature of people's thermostats in the middle of a heatwave without their permission.""",0,Pg 51__13_b433f8e8c20deaed712ef7f1e666585a.jpg
1543,President Donald Trump ¡°put a hold on ALL EVICTIONS through December.¡±,0,Pg 80__8_3474291621bdfa0b7abf4140a81da184.jpg
1544,"¡°Americans who worked through the pandemic are being paid up to $26,000 by qualifying for the Employee Retention Credit.¡±",0,Pg 5__23_70b1c2bf9289d66c39b6d7cad0495d39.jpg
1545,"The CDC said it ¡°made a mistake¡± and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",0,Pg 81__28_9f75ace5606e1971201cc626ed145677.jpg
1546,A congressional laundry closed due to the partial government shutdown.,1,Pg 40__11_132f646ba18b00598c2544dece20e95d.jpg
1547,¡°One of the first nurses to receive the vaccine in AL is now dead.¡±,0,Pg 66__6_cf33d03492a3600c7a7194040cbb781f.jpg
1548,Says ¡°Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.¡±,0,Pg 67__24_aa49686b1304670771c46adf6fd0bb8b.jpeg
1549,"Since 2008, Gwinnett County¡¯s population has grown 15 percent, while the county government staff has increased only 1 percent.",1,Pg 26__2_16bf77cc03c2d3bec77273cb8e76496b.jpg
1550,Some states hit hardest by opioid deaths "have more opioid prescriptions than residents.",1,Pg 15__23_beed634fe36967ce8cba58bd2d3a919f.jpg
1551,The Biden Department of Justice ¡°would use the FBI to target parents who speak out against critical race theory.¡±,0,Pg 42__7_66ecc351074dbe416e0ec75be37c71d7.jpg
1552,¡°Iran has stockpiled 10 times as much enriched uranium as it had¡± in 2016.,1,Pg 5__21_39f984ff42ed54b6ad8abef65a9bf2f8.JPG
1553,Says Scott Walker's "listening sessions" are "invite-only and excluding the press.",1,Pg 21__14_169da69897040b49fd45c4fa9f452ded.JPG
1554,¡°All¡± Americans in Afghanistan who ¡°have wanted to come out have come out.¡±,0,Pg 46__20_2c39a5de5346be7b7031fa16c4eaa09e.jpg
